-1.77533,4.17351,25.61949
-0.01143,4.16018,25.41774
0,4.1872,25.61949
-3.86343,4.03583,25.61949
-1.17267,4.10918,25.60828
-1.11714,4.11368,25.61949
-2.76017,4.04291,25.61949
-2.8745,4.02811,25.61949
-1.52626,4.07508,25.60828
-1.59976,4.06864,25.60828
-2.57644,4.06092,25.83245
0,4.1338,25.61949
-1.60057,4.06736,25.6307
-1.79575,4.02232,25.84366
-0.7962,4.09052,25.84366
-2.66381,4.04806,25.83245
-2.87858,3.98501,25.6307
-0.85908,4.10274,25.83245
0.07758,4.11818,25.83245
-0.71863,4.05706,25.83245
-3.23545,4.0146,25.84366
-3.73685,4.00238,25.84366
-1.85863,4.03455,25.84366
-1.70184,4.04677,25.83245
0.15272,4.12994,26.0454
0.8085,4.12479,25.83245
3.4455,4.20779,25.83245
-0.0098,4.14649,25.83245
-2.73241,4.01717,26.0454
-0.0098,4.13105,25.92211
-0.00898,4.15099,26.0454
-0.42873,4.09309,26.03419
0,4.12333,25.83245
1.06003,4.19299,26.03419
0.25317,4.14602,25.84366
-0.05308,4.13427,26.0454
-0.18537,4.12912,26.0454
0,4.12526,25.83245
-0.29888,4.1214,26.0454
-0.06696,4.13234,25.84366
-0.06696,4.13234,26.03419
-0.06696,4.13234,25.83245
-0.06778,4.13234,25.98936
-0.06696,4.13298,26.05661
-0.09146,4.13234,25.84366
-2.19181,4.0487,25.84366
-1.61037,4.04484,25.84366
0,4.19942,25.83245
-2.51437,4.0294,26.0454
-1.58343,4.07508,25.83245
-0.48507,4.10146,25.84366
-0.61573,4.08408,26.0454
1.15231,4.19492,26.03419
-1.43153,4.11175,26.0454
-1.64467,4.05964,26.0454
-0.31277,4.08795,26.0454
-1.09427,4.0828,26.0454
-1.29924,4.07122,25.83245
-0.48017,4.06414,25.83245
-0.01062,4.11883,26.05661
-2.04237,4.08859,26.05661
-2.72261,4.01331,26.0454
-0.61573,4.05063,25.84366
-0.69004,4.0828,25.84366
-0.12086,4.10596,26.0454
-0.63696,4.10596,25.83245
-0.62471,4.1066,25.84366
-0.05226,4.11304,25.83245
3.15396,4.14667,26.0454
0,4.12912,26.05661
-2.78386,4.00752,26.05661
-0.87705,4.08215,26.0454
-0.48834,4.08215,26.03419
-0.0098,4.12655,26.0454
2.11189,4.19814,26.0454
0.00245,4.12526,25.84366
0.05145,4.12976,25.84366
-0.06696,4.12333,25.84366
-0.06696,4.12269,26.0454
-0.06778,4.12269,25.92211
-0.06778,4.12269,25.84366
-0.06778,4.12269,25.84366
-0.0784,4.12269,26.0454
-1.97704,4.04806,26.0454
0,4.10532,26.0454
0,4.12093,25.84366
-1.42092,4.05642,25.85486
0,4.08923,25.84366
-2.45231,4.02425,25.84366
2.29972,4.16532,25.85486
-0.00817,4.12672,25.85486
0.9457,4.16532,25.84366
-0.10698,4.12204,25.84366
0.05962,4.12608,26.0454
0,4.09631,26.0454
-0.21804,4.11561,26.0454
-0.00408,4.12269,25.85486
-0.00572,4.13105,26.0454
0.02858,4.12397,25.84366
-4.36238,3.93096,26.05661
-6.28307,3.86534,25.83245
-4.59104,3.88786,26.0454
-4.42363,3.91166,26.0454
-1.90517,3.9953,26.09024
-1.96479,4.02104,26.0454
-2.04318,3.97407,26.0454
-5.07121,3.94319,26.25836
-3.35876,3.94447,26.25836
-2.18772,4.01138,26.25836
-2.14689,4.01975,26.25836
-2.0244,4.02683,26.25836
-1.12204,3.96635,26.25836
-2.16241,3.98501,26.26957
-3.75073,3.95927,26.25836
-0.27438,4.02811,26.46011
-2.01868,3.99337,26.47131
-0.0098,4.01863,26.25836
0.18865,4.18591,26.26957
0.57575,4.18591,26.46011
1.75583,4.19363,26.47131
0.97836,4.14924,26.46011
-0.04491,4.10274,26.46011
-0.46466,4.08601,26.46011
-2.21957,4.03133,26.4489
-2.47599,3.99787,26.46011
-1.79411,4.0146,26.47131
-0.70964,4.05256,26.46011
-0.0637,4.0804,26.46011
